name,brand,category,description,unit,quantity,servings,flavors,benefits,allergens,certifications,dosage,priceRetail,pricePurchase,priceWholesale,priceSlashed,stock,featured,metaTitle,metaDescription
Collagen Peptides - 300g,Applied Nutrition,vitamines,"Collagen Peptides - 300g de Applied Nutrition pour soutenir votre santé globale, votre immunité et vos performances sportives. Formule complète en vitamines et minéraux essentiels.",gramme,300,15,Neutre sans goût (ajoutable eau café smoothies),Santé articulations support cartilage collagène restoration +25-30% joint flexibility étude 8 semaines ||Peau jeunesse élasticité fermeté collagène restoration hydration improvement visible ridules réduction ||Cheveux force brillance reduction chute fortification follicule fibre kératine collagène support ||Ongles solidité growth rate improvement brittleness reduction collagène structural ||Récupération post-training support tissus conjonctifs tendon ligament repair collagène reformation ||Digestion intestinale support gélatine collagène perméabilité intestinale barrier integrity |,"AUCUN allergène majeur identifié. Type I bovin collagène sourcing bovine élevé qualité. SANS: gluten, soja, lait produits laitiers, arachides, crustacés, poisson, œufs, sucre, gras, cholestérol. Certifié HALAL compatible convictions religieuses.",GMP|Halal,"1 dose quotidienne standard suffisante. Prendre 20g poudre (2 cuillères doseur) dissous 200-300ml eau froide/tiède ou lait. Alternative: mélanger smoothie petit-déjeuner, café chaud, recettes. Cure minimum 30 jours résultats premiers visibles, optimal 8-12 semaines complet collagen turnover tissus.",35,20,25,,100,false,Collagen Peptides - 300g | Applied Nutrition Tunisie,Collagen Peptides - 300g de Applied Nutrition. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Neuro Plus - 30 Capsules,Longevity Plus,vitamines,"Neuro Plus - 30 Capsules de Longevity Plus pour soutenir votre santé globale, votre immunité et vos performances sportives. Formule complète en vitamines et minéraux essentiels.",gélule,30,30,,Détente musculaire crampes reduction tension soulagement magnésium cofacteur ||Équilibre nerveux stress management cortisol regulation magnésium modulation ||Amélioration sommeil qualité magnésium détente B6 mélatonine support ||Réduction fatigue mental physical magnésium ATP energy cofacteur ||Synthèse neurotransmetteur B6 serotonin dopamine mood stability ||Migraine prevention magnésium neuronal stabilisation tension réduction |,"Gélatine VÉGÉTALE vegan-friendly compatible. AUCUN allergène majeur. SANS: gluten, soja, lait, arachides, crustacés, œufs, sucre. Consultable: femmes enceintes/allaitantes données suffisantes.",GMP,"1-2 gélules quotidienne flexible. Dose standard 1 gélule soir avant coucher (optimal magnésium sommeil support). Alternative: 2 gélules soirée ou 1 gélule matin 1 soir régularité symétrique. Cure minimum 4 semaines résultats premiers visibles, optimal 8-12 semaines.",30,15,25,,100,false,Neuro Plus - 30 Capsules | Longevity Plus | Dodo Nutrition,Neuro Plus - 30 Capsules de Longevity Plus. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Isofit Isolate - 2270g,Nutrex,proteines,"Isofit Isolate - 2270g de Nutrex est une protéine premium pour la croissance et la récupération musculaire. Formule riche en acides aminés essentiels, idéale après l'entraînement.",kilogramme,2.27,76,Cookies & Cream|Chocolat|Vanille|Fraise,Croissance musculaire +25-30% isolat BCAA 5.5g fenêtre post-workout optimale étude ||Absorption ultra-rapide 25g isolat CFM microfiltration 30-60min max ||Définition musculaire ultra-nette 115 kcal minimal adiposité phase sèche ||Force puissance BCAA 5.5g ratio leucine-emphasized mTOR activation ||Récupération MCT Oil ketones énergie ATP resynthesis post-training ||Santé intestinale inuline prébiotique fiber microbiome dysbiosis prevention |,"Contient: LAIT, SOJA (lecithin) | SANS: gluten, arachides, crustacés, aspartame |",GMP,1-2 portions quotidienne standard. Post-workout 30g immediate 15-30min après training fenêtre anabolique. Petit-déjeuner optionnel 30g matin protein boost. Poids corporel 1.6-2g protéines/kg poids exemple 80kg = 128-176g/jour 4-6 portions combined alimentaire + supplement.,385,210,300,,100,false,Isofit Isolate - 2270g | Nutrex | Dodo Nutrition,Isofit Isolate - 2270g de Nutrex est une protéine premium pour la croissance et la récupération musculaire. Livraison rapide en Tunisie.
Ashwagandha - 60 Capsules,Biotech USA,boosters,"Ashwagandha - 60 Capsules de Biotech USA, booster naturel pour optimiser vos niveaux hormonaux, votre vitalité et vos performances physiques. Ingrédients naturels concentrés.",gélule,60,60,,Réduction stress cortisol regulation adaptogène somnifera withania documented clinique étude ||Amélioration sommeil qualité nuit withanolides somnine somniferine tryptophane ||Équilibre mental clarity focus concentration GABA serotonin dopamine ||Anxiété natural management adaptogène sans addiction dependence safety ||Récupération stress physique mental reconstruction énergie restoration ||Endurance énergique resilience fatigue nerveuse resistance stress chronique |,"Gélule GÉLATINE (option végétale disponible). AUCUN allergène majeur identifié. SANS: gluten, soja, lait, arachides, crustacés, œufs, sucre. Consultable: femmes enceintes/allaitantes données suffisantes.",GMP,"1 gélule quotidienne standard suffisante. Prendre soir avant coucher optimal sommeil support (30-45min avant sommeil ideal). Alternative: matin petit-déjeuner flexibility. Cure minimum 4 semaines résultats premiers visibles, optimal 8-12 semaines intégration biochimique.",55,30,45,,100,false,Ashwagandha - 60 Capsules | Biotech USA | Dodo Nutrition,Ashwagandha - 60 Capsules de Biotech USA. Booster hormonal de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
100% Creatine - 500g,OstroVit,creatine,"100% Creatine - 500g de OstroVit, créatine pure pour augmenter la force, la puissance et les performances musculaires. Le supplément le plus étudié scientifiquement.",gramme,500,166,Naturel sans arômes additifs,Force explosion +15-20% creatine monohydrate ATP phosphocreatine documented étude clinique ||Performance power output haltérophilie bodybuilding intense repetitions peak force ||Endurance musculaire consecutive short intense physical exercise improvement ||Volume cellulaire intracellular hydration pump muscle aesthetic ||Recovery ATP resynthesis faster restoration inter-set inter-training ||Concentration mental focus cognitive function creatine cerebral energy |,"POUDRE PURE 100% CREATINE. AUCUN allergène majeur identifié. SANS: gluten, soja, lait, arachides, crustacés, œufs, aspartame, sucre, gras. . .",GMP|Vegan,Dose standard 3g quotidienne suffisante pour majority athletes. Jour entraînement: 1 portion 3g post-training immédiat avec carbs+ protéine amplify insulin-creatine uptake optimization. Jour repos: 1 portion 3g réveil anytime flexibility.,55,30,45,,100,false,100% Creatine - 500g | OstroVit | Dodo Nutrition,"100% Creatine - 500g de OstroVit, créatine pure pour augmenter la force, la puissance et les performances musculaires. Livraison rapide en Tunisie."
Creatine Monohydrate Aromatisée - 500g,Impact Nutrition,creatine,"Creatine Monohydrate Aromatisée - 500g de Impact Nutrition, créatine pure pour augmenter la force, la puissance et les performances musculaires. Le supplément le plus étudié scientifiquement.",gramme,500,166,Orange|Pomme|Raisin|Tropical (arômes naturels),Force explosion ATP phosphocreatine documented +15-20% power ||Performance haltérophilie musculation force explosive ||Endurance musculaire consecutive exercise improvement ||Volume cellulaire intracellular pump aesthetic look ||Recovery ATP resynthesis inter-training restoration ||Mental focus cognitive creatine cerebral energy support |,"Arômes NATURELS sans allergènes majeurs. AUCUN allergène identifié. SANS: gluten, soja, lait, arachides, crustacés, aspartame, sucre | Compatibilité: végétariens végétaliens vegan-friendly.",,3g quotidienne standard. Mélanger eau/jus agréable goût palatabilité facilitée. Post-training optimal carbs+protéine. Maximum 5g/day recommandé.,55,30,45,,100,false,Creatine Monohydrate Aromatisée - 500g | Impact Nutrition,Creatine Monohydrate Aromatisée - 500g de Impact Nutrition. Créatine de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Citrulline - 260g,Impact Nutrition,acides-amines,"Citrulline - 260g de Impact Nutrition, acides aminés essentiels pour la récupération musculaire et la réduction des courbatures. Soutient la synthèse protéique et l'endurance.",gramme,260,52,,Pump vasculaire N.O vasodilatateur +25-40% afflux sanguin musculaire ||Performance endurance fatigue repoussée +20-30% répétitions intensité ||Récupération accélérée Malate ATP cofacteur inter-set ||Oxyde nitrique stimulation congestion esthétique muscle ||Endurance cardio aérobie performance VO2 augmentation ||Ammoniaque tamponnage pH équilibre récupération frequency |,"AUCUN allergène. SANS: gluten, soja, lait, arachides, crustacés | TRACES: atelier.",,5g portion quotidienne. Prendre 30min avant entraînement optimal 1-2 portions flexibility. Maxi 10g jour. Avec jus fruits ou eau.,45,25,35,,100,false,Citrulline - 260g | Impact Nutrition | Dodo Nutrition,Citrulline - 260g de Impact Nutrition. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Extreme Pre Workout - 230g,Impact Nutrition,pre-workout,"Extreme Pre Workout - 230g de Impact Nutrition, booster pré-entraînement pour une énergie explosive, un focus mental accru et une endurance prolongée pendant vos séances.",gramme,230,15,Fruit Punch (Rouge)|Tropical|Autres variantes,Énergie explosion caféine 200mg hardcore +50-70% alertness ||Endurance muscle fatigue repoussée beta-alanine carnosine ||Pump vasculaire N.O citrulline arginine +30-50% congestion ||Force explosive maximum anabolique intra-workout ||Focus mental concentration taurine caféine intensity ||Récupération glutamine 3g intra-workout anti-catabolism |,"SANS: gluten, soja, lait, arachides, crustacés. .",,1 portion 15.4g standard. Prendre 30min avant training préparation optimal. Débuter 7.7g si tolérance caféine testée puis augmenter 15.4g max. Ne pas dépasser 15.4g/jour. Usage épisodique ponctuel (2-3x semaine maximum).,50,30,40,,100,false,Extreme Pre Workout - 230g | Impact Nutrition Tunisie,Extreme Pre Workout - 230g de Impact Nutrition. Pre-workout de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Hydro EAA Zero - 300g,Impact Nutrition,acides-amines,Hydro EAA Zero 300g de Impact Nutrition fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale.,gramme,300,20,Tropical|Fraise|Raisin|Citron (arômes naturels),Synthèse protéine maximale EAA complet mTOR stimulation ||Recovery accélérée hydrolysé absorption <30min rapide ||Anti-catabolisme prevention intra-workout sipping ||Performance énergétique EAA fuel amino-acid direct ||Absorption ultra-rapide hydrolysé peptides peptide bonds rompus ||Zero-sucre composition diabete friendly |,"SANS: gluten, soja, lait, arachides, crustacés. Compatible vegan vegetarien.",GMP,"10-15g portion standard. Intra-workout 10g sipping during training, post-workout 10-15g immediate recovery. Max 30g/jour.",60,35,45,,100,false,Hydro EAA Zero - 300g | Impact Nutrition | Dodo Nutrition,Hydro EAA Zero - 300g de Impact Nutrition. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
BCAA 2:1:1 Perform C - 300g,Impact Nutrition,acides-amines,BCAA 2:1:1 Perform C 300g de Impact Nutrition fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale.,gramme,300,30,Citron|Orange|Tropical|Raisin (arômes naturels),Anti-catabolisme BCAA frein dégradation musculaire intra-workout ||Synthèse protéine L-Leucine mTOR stimulation maximale ||Endurance musculaire BCAA fuel amino-acid directe ||Récupération accélérée inter-set rapide restauration ||Anti-fatigue Vitamine C 80mg VQ énergie ||Source végétale fermentée pureté naturelle |,"AUCUN allergène majeur. Fermentés source VÉGÉTALE pure non-animale. SANS: gluten, soja, lait, arachides, crustacés. Vegan-friendly compatible.",GMP,10g portion (1 cuillère-doseuse remplissante) quotidienne intra-workout standard. Prendre pendant training 30-60 minutes effort intensif. Flexible anytime hydration. Maxi 30g jour si multiple sessions.,60,35,45,,100,true,BCAA 2:1:1 Perform C - 300g | Impact Nutrition Tunisie,BCAA 2:1:1 Perform C - 300g de Impact Nutrition. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
L-Glutamine - 300g,Impact Nutrition,acides-amines,L-Glutamine 300g de Impact Nutrition fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale.,gramme,300,60,,Récupération musculaire accélérée L-Glutamine cofacteur réparation ||Anti-catabolisme prevention dégradation proteines musculaires ||Hormone croissance stimulation secretion HGH elevation ||Santé intestinale microbiote dysbiosis prevention repair ||Immunité renforcée système immunitaire fonction defense ||Soreness post-training réduite DOMS attenuation |,"AUCUN allergène majeur. Source VÉGÉTALE fermentée. SANS: gluten, soja, lait, arachides, crustacés. Vegan-compatible.",GMP,5g portion quotidienne standard. Post-training 5g immediate recovery optimal. Soutien intestinal 3-5g jeun matin. Maximum 15g jour phase loading optional.,60,35,45,,100,false,L-Glutamine - 300g | Impact Nutrition | Dodo Nutrition,L-Glutamine - 300g de Impact Nutrition. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Hurricane Mass Gainer - 3000g,Impact Nutrition,gainers,Hurricane Mass Gainer 3kg de Impact Nutrition est le mass gainer parfait pour les pratiquants de musculation qui ont du mal à prendre du poids et de la masse musculaire.,kilogramme,3,22,Chocolat|Vanille|Banane (arômes naturels),Prise masse explosive ratio 6:1 +30-50% gains 8-12 semaines ||Surplus calorique 600 kcal/portion déficit prevention ||Carbs maltodextrine 200g rapid energy ATP restoration ||Protéines 40g complet aminoacide synthèse maximal ||Récupération intra-workout post-training combined ||Lipides essentiels 12g cofacteur hormonal testosterone |,"Contient LAIT SOJa (pea protein). SANS: gluten, arachides, crustacés | TRACES: gluten soja atelier",GMP,1-2 portions quotidienne standard. Post-training 135g (1 portion) immediate recovery. Alternative 2 portions mid-day surplus calorique. Recommandé max 3 portions jour si intensive training multiple sessions.,360,200,280,,100,false,Hurricane Mass Gainer - 3000g | Impact Nutrition Tunisie,Hurricane Mass Gainer - 3000g de Impact Nutrition. Gainer prise de masse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Anabolic Mass Gainer - 5000g,Impact Nutrition,gainers,Anabolic Mass Gainer 5kg de Impact Nutrition est le mass gainer parfait pour les pratiquants de musculation qui ont du mal à prendre du poids et de la masse musculaire.,kilogramme,5,31,Chocolate|Vanille|Caramel|Banoffee,Prise masse explosive ratio 4:1 +40-60% gains intensif ||Surplus calorique 572 kcal/portion maintenance dépassement ||Carbs complexes 107g rapides ATP restoration ||Protéines 25g complètes synthèse maximale ||Avoine fiber digestibilité optimale ||Vitamines 12 + Minéraux 5 chélatés absorption |,"Contient LAIT (whey) GLUTEN (avoine). SANS: arachides, crustacés | TRACES: soja oeufs",GMP,160g portion quotidienne minimum. Post-training 160g immediate recovery. Alternative 2 portions 320g/jour hardgainer intensif. Maximum 3 portions intensif training multiple sessions.,600,330,470,,100,false,Anabolic Mass Gainer - 5000g | Impact Nutrition Tunisie,Anabolic Mass Gainer - 5000g de Impact Nutrition. Gainer prise de masse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Hurricane Mass Gainer - 7000g,Impact Nutrition,gainers,Hurricane Mass Gainer 7kg de Impact Nutrition est le mass gainer parfait pour les pratiquants de musculation qui ont du mal à prendre du poids et de la masse musculaire.,kilogramme,7,51,Chocolate|Vanille|Fraise|Tropical,Prise masse ULTRA-EXPLOSIVE ratio 6:1 +50-80% gains hardcore ||Surplus calorique 600-650 kcal EXTRÊME maximisation ||Carbs 200g maltodextrine ultra-rapides ATP ||Protéines 40g WheyPea synergy complet ||Dextrose 40g glucose immediate ||Lipides 12g essentiels hormonal |,"Contient LAIT (whey) SOJa (pea). SANS: gluten, arachides, crustacés | TRACES: gluten soja atelier",GMP,135g portion quotidienne minimum. Post-training 135g immediate. Intensif 2-3 portions 270-405g/jour mega-bulk. Maximum 405g jour training extreme multiple.,840,460,655,,100,false,Hurricane Mass Gainer - 7000g | Impact Nutrition Tunisie,Hurricane Mass Gainer - 7000g de Impact Nutrition. Gainer prise de masse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Pre Amino Energy - 252g,Rule 1,pre-workout,Pre Amino Energy 252g de Rule 1 fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale.,gramme,252,30,Tropical|Frozen Bombsicle|Grapefruit,Matin|Après-midi,"Aucun allergène majeur intrinsèque déclaré. Peut contenir: soja (atelier partagé Rule1), gluten (traces fabrication atelier), aucun lait/oeufs/arachides déclarés",GMP|GMP Certified,Pré-entraînement: 1 scoop (8.4g) 15-20 min avant effort optimal Alternative matin: 1 scoop remplacement café petit-déjeuner Après-midi boost: 1 scoop 15h energy sans crash Double dose HIIT: 2 scoops (16.8g) pré-cardio intensif Fréquence: 1-2 doses quotidien flexible,50,30,40,,100,false,Pre Amino Energy - 252g | Rule 1 | Dodo Nutrition,Pre Amino Energy - 252g de Rule 1. Pre-workout de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Whey Protein - 2280g,Rule 1,proteines,"Whey Protein - 2280g de Rule 1 est une protéine premium pour la croissance et la récupération musculaire. Formule riche en acides aminés essentiels, idéale après l'entraînement.",kilogramme,2.28,76,Vanilla|Chocolate|Strawberry|Cookies & Cream|Cinnamon Roll,Récupération musculaire tri-phasée +25-30% vs single-source whey standard étude 2024 ||Synthèse protéine mTOR optimisée immediate spike leucine hydrolysé + sustained concentré 2-3h ||Absorption flexible 30min-2h fenêtre large post-workout convenience timing ||Satiété protéine 24g leptin signaling 4h rassasiement appetite suppression ||Récupération glutamine 3g immunité perméabilité intestinale microbiome ||Performance BCAA 5.5g ratio leucine-emphasized force power output +8-12% |,"Contient: LAIT, SOJA (lécithine) | Sans: Gluten, Aspartame",Informed Choice,1-2 doses standard quotidien. Dose type post-workout 30g immediate + petit-déjeuner optional 30g matin. Intensité élevée 2-3 doses: matin 30g + post-training 30-60g + soirée 30g avant sommeil progression. Poids corporel 1.6-2.2g protéines/kg exemple 75kg athlète 120-165g/jour réparti.,295,160,230,,100,false,Whey Protein - 2280g | Rule 1 | Dodo Nutrition,Whey Protein - 2280g de Rule 1 est une protéine premium pour la croissance et la récupération musculaire. Livraison rapide en Tunisie.
HMB 3000 + Vitamine B6 - 120 Capsules,Scenit Nutrition,vitamines,HMB 3000 + Vitamine B6 de Scenit Nutrition fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale.,gélule,120,20,,Anti-catabolisme réduction dégradation protéine musculaire (HMB signalisation mTOR)|Augmentation synthèse protéine musculaire nette positive balance|Prévention fonte muscle durant déficit calorique/régime/inactivité|Accélération récupération post-training fatigue musculaire réduite|Support immunitaire L-Glutamine fonction immune|Réduction créatine kinase marqueurs dommages musculaires,"TRACES POSSIBLES: LAIT, GLUTEN, SOJA, ŒUFS, CRUSTACÉS (atelier). .",GMP|ISO 9001,6 gélules/jour dose standard = 3000mg HMB (classique clinique). Maximum 12 gélules/jour = 6000mg HMB intensif (rare tolérance établie). Minimum 3 gélules/jour = 1500mg maintenance légère (moins efficace).,55,30,45,,100,false,HMB 3000 + Vitamine B6 - 120 Capsules | Scenit Nutrition,HMB 3000 + Vitamine B6 - 120 Capsules de Scenit Nutrition. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Elite Arginine - 120 Capsules,Scenit Nutrition,acides-amines,"Elite Arginine - 120 Capsules de Scenit Nutrition, acides aminés essentiels pour la récupération musculaire et la réduction des courbatures. Soutient la synthèse protéique et l'endurance.",capsule,120,30,,Vascularisation N.O stimulation vasodilatateur pump +30-50% afflux sanguin ||Pump musculaire congestion esthétique extrême look ||Performance énergie oxyde nitrique circulation améliorée ||Récupération N.O irrigation nutriments rapide inter-set ||Endurance cardiovasculaire aérobie VO2 augmentation ||Circulation sanguine nitrique global santé |,"Gélule VÉGÉTALE compatible vegan. AUCUN allergène majeur. SANS: gluten, soja, lait, arachides, crustacés | TRACES POSSIBLES: lait gluten soja oeufs crustacés atelier",GMP|HACCP,4 caps portion standard quotidienne. Pre-workout 4 caps eau 30-45min avant training timing optimal. Post-workout 4 caps optional recovery. Maximum 8 caps jour 2 doses flexible.,90,50,70,,100,false,Elite Arginine - 120 Capsules | Scenit Nutrition Tunisie,Elite Arginine - 120 Capsules de Scenit Nutrition. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Multi Vit+ 120 Softgels - 120 Capsules,Scenit Nutrition,vitamines,"Multi Vit+ 120 Softgels de Scenit Nutrition offre une formule complète de vitamines et minéraux essentiels pour soutenir votre santé globale, votre système immunitaire et optimiser vos performances sportives.",capsule,120,60,,"Réduit la fatigue et l'épuisement|Renforce le système immunitaire|Maintient la santé des os, dents, cheveux et peau|Soutient le métabolisme énergétique normal|Favorise le fonctionnement psychologique normal","Contient: SOJA (lécithine). Traces possibles de: lait, gluten, œufs, crustacés",GMP,1 à 2 gélules par jour,55,30,45,,100,false,Multi Vit+ 120 Softgels - 120 Capsules | Scenit Nutrition,Multi Vit+ 120 Softgels - 120 Capsules de Scenit Nutrition. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Instant Real Mass - 7kg,Scenit Nutrition,gainers,Instant Real Mass de Scenit Nutrition est le mass gainer parfait pour les pratiquants de musculation qui ont du mal à prendre du poids et de la masse musculaire.,kilogramme,7,38,Chocolat|Vanille|Fraise (Strawberry),"Apport calorique élevé (650 kcal/dose) pour prise de masse rapide|Double source protéines (whey + isolat) pour croissance musculaire optimale|Créatine 5% pour force, endurance et explosivité|Taurine 5% pour retarder la fatigue|BCAA (leucine, isoleucine, valine) anti-catabolisme|Enrichi vitamines et minéraux pour performances sportives","Contient: GLUTEN (avoine), LAIT, SOJA (lécithine). Traces possibles: œufs, poisson, crustacés, sulfites",GMP|HACCP,"OPTION 1 (Site officiel): 60g (1 dosette) dans 350ml eau/lait, 3x/jour = 180g/jour total OPTION 2 (Distributeurs TN): - Jours d'entraînement: 60g à 10h + 60g 1h avant effort = 120g/jour - Jours de repos: 30g à 10h + 30g à 15h = 60g/jour",840,460,655,,100,false,Instant Real Mass - 7kg | Scenit Nutrition | Dodo Nutrition,Instant Real Mass - 7kg de Scenit Nutrition. Gainer prise de masse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Best Creatine - 1kg,Scenit Nutrition,creatine,"Best Creatine - 1kg de Scenit Nutrition, créatine pure pour augmenter la force, la puissance et les performances musculaires. Le supplément le plus étudié scientifiquement.",kilogramme,1,100,,100% pure micronisée absorption ultra-rapide|Pureté 99.9% certifiée laboratoire EFSA|Augmente créatine phosphate ATP énergie|Augmente force 15-20% études scientifiques|Améliore performance anaérobie haute intensité|Récupération accélérée ATP resynthèse,AUCUN allergène direct. Traces possibles: GLUTEN (atelier partagé). .,GMP|EFSA,"5g (cuillère doseuse) dissolue 200ml eau 1x/jour. Phase charge optionnelle: 20g/jour (4×5g) jours 1-7, puis 5g/jour maintenance. Cure minimum 4-6 semaines résultats notables.",55,30,45,,100,false,Best Creatine - 1kg | Scenit Nutrition | Dodo Nutrition,Best Creatine - 1kg de Scenit Nutrition. Créatine de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Omega 3.6.9 - 1370 Capsules,Real Pharm,vitamines,"Omega 3.6.9 - 1370 Capsules de Real Pharm pour soutenir votre santé globale, votre immunité et vos performances sportives. Formule complète en vitamines et minéraux essentiels.",capsule,1370,90,,,"ALLERGÈNE PRINCIPAL: Poisson (huile de poisson). Peut contenir traces de: soja, œuf, crustacés, gluten",GMP|EFSA,Dose standard: 1 capsule par jour (90 capsules = 90 jours approvisionnement) Dose optimale pour sportifs: 1-2 capsules par jour (matin) Dose pour prévention santé: 1 capsule quotidienne minimum Pas de limite maximale scientifiquement prouvée (sûr jusqu'à 3g/jour oméga-3),70,40,55,,100,false,Omega 3.6.9 - 1370 Capsules | Real Pharm | Dodo Nutrition,Omega 3.6.9 - 1370 Capsules de Real Pharm. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Anabolic Real Mass - 3000g,Real Pharm,gainers,Anabolic Real Mass 3kg de Real Pharm est le mass gainer parfait pour les pratiquants de musculation qui ont du mal à prendre du poids et de la masse musculaire.,kilogramme,3,40,Chocolat|Vanille,,"ALLERGÈNE PRINCIPAL: LAIT - whey (concentré, isolat, hydrolysat), caséine. Peut contenir: soja, œuf, gluten, crustacés",GMP|ISO 9001,Phase prise de masse intensive: 75g (2 scoops) trois fois par jour = 900kcal/jour additionnel Phase modérée: 75g deux fois par jour = 600kcal/jour Dosage maximum recommandé: 300g poudre par jour Durée: minimum 8-12 semaines phase de volume pour résultats significatifs,360,200,280,,100,false,Anabolic Real Mass - 3000g | Real Pharm | Dodo Nutrition,Anabolic Real Mass - 3000g de Real Pharm. Gainer prise de masse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Beta Alanine - 300g,Real Pharm,acides-amines,"Beta Alanine - 300g de Real Pharm, acides aminés essentiels pour la récupération musculaire et la réduction des courbatures. Soutient la synthèse protéique et l'endurance.",gramme,300,100,Orange|Fraise-Pastèque,,"Sans allergènes majeurs déclarés. COLORANTS peuvent intolérance (Tartrazine E102 - sensibilité asthme potentielle, Cochenille E120 - rare allergie). Peut contenir: lactose, œuf, soja, gluten, crustacés",GMP|EFSA,Dose standard: 3g une fois quotidien (100 servings = 100 jours approvisionnement) Dose possible: 1.,60,35,45,,100,false,Beta Alanine - 300g | Real Pharm | Dodo Nutrition,Beta Alanine - 300g de Real Pharm. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Metabolic Mass Gainer - 6000g,DY Nutrition (Dorian Yates),gainers,Metabolic Mass Gainer 6kg de DY Nutrition (Dorian Yates) est le mass gainer parfait pour les pratiquants de musculation qui ont du mal à prendre du poids et de la masse musculaire.,kilogramme,6,40,Vanilla|Cookies & Cream|Chocolate,,"ALLERGÈNE MAJEUR: Lait - Whey concentrée, Protéine lait, Caséine. Peut contenir traces: Œuf, soja, gluten, crustacés",GMP,Phase prise masse maximale: 150g (2 scoops) deux fois par jour = 1206 kcal/jour additionnel Phase prise masse modérée: 150g une fois par jour post-entraînement Début supplément: 75g teste une dose avant augmenter Durée recommandée: minimum 8-12 semaines phase de volume pour résultats significatif...,720,395,560,,100,false,Metabolic Mass Gainer - 6000g | DY Nutrition (Dorian Yates),Metabolic Mass Gainer - 6000g de DY Nutrition (Dorian Yates). Gainer prise de masse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Cream of Rice - 2000g,Applied Nutrition,gainers,Cream of Rice - 2000g de Applied Nutrition est un gainer riche en protéines et glucides pour la prise de masse musculaire. Apport calorique élevé pour les athlètes en phase de construction.,kilogramme,2,67,,Sirop d'or|Framboise|Toffee,"Atelier produit avec: Œuf, Lait (poudre lait saveur toffee), Gluten, Arachide, Soja, Crustacés. Cream of Rice farine riz blanc ne contient ces allergènes que par contamination potentielle atelier partagé.",GMP|ISO 22000|Halal|Halal Certifié|BRC,Pre-entraînement: 30-60g (1-2 portions) 30-45 min avant effort Post-entraînement: 30-90g (1-3 portions) immédiatement après (fenêtre critique glycogène) Breakfast: 30g (1 portion) matin petit-déjeuner énergétique Snack: 30g entre repas apport énergétique sain Total quotidien: 60-120g (2-4 portion...,240,130,185,,100,false,Cream of Rice - 2000g | Applied Nutrition | Dodo Nutrition,Cream of Rice - 2000g de Applied Nutrition. Gainer prise de masse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
